Total Population (N),Pass Prevalence,Fail Prevalence,Mean Test Set N,Mean Predicted Fail N,Mean Low SES Fail N,Mean High SES Fail N
649,549 (84.6%),100 (15.4%),130.0,12.1,8.9,3.2
